name	bin_id	collection_id	profile_db_path	contigs_db_path
year_2021_Bin_43_MAG_00001	year_2021_Bin_43_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_44_MAG_00001	year_2021_Bin_44_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_44_MAG_00002	year_2021_Bin_44_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_44_MAG_00003	year_2021_Bin_44_MAG_00003	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_45_MAG_00001	year_2021_Bin_45_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_45_MAG_00002	year_2021_Bin_45_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_45_MAG_00003	year_2021_Bin_45_MAG_00003	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_45_MAG_00004	year_2021_Bin_45_MAG_00004	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_47_MAG_00001	year_2021_Bin_47_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_6_MAG_00001	year_2021_Bin_6_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_7_MAG_00001	year_2021_Bin_7_MAG_00001	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
year_2021_Bin_7_MAG_00002	year_2021_Bin_7_MAG_00002	ALL_FINAL_MAGs	/home/ngp704/data/caribou/anvio_dirs/runs/ALL_FINAL_MAGs_MERGED/PROFILE.db	/home/ngp704/data/caribou/anvio_dirs/runs/FINAL_MAGs/ALL_FINAL_MAGs-CONTIGS.db
